link,count_analytics,googl_anal,text,yandex_metrick,h2,title,description,h1,keyword
http://mospolytech.ru/index.php?id=4306,,yes,"(['найти', 'Университет', 'Образование', 'Наука', 'Внеучебная жизнь', '\r\n\r\n', '\xa0', '\xa0', 'Ученый совет', 'Кампус', '\xa0', '\xa0', 'Центр развития профессионального образования'],)",yes,"([],)",Московский Политех - Ошибка 404,"(['Московский политехнический университет является крупнейшей  образовательной организацией, готовящей квалифицированных специалистов для производства'],)","([],)","(['Московский политех, Московский политехнический университет, МАМИ, Университет машиностроения, обучение, вуз, высшее образование, МГОУ Черномырдина, МГВМИ, МИХМ, МГУИЭ, МГИУ, МГУП Ивана Федорова'],)"
http://mospolytech.ru/index.php?id=16,,yes,"(['найти', 'Университет', 'Образование', 'Наука', 'Внеучебная жизнь', 'Правовая информация', 'федеральное государственное бюджетное образовательное учреждение высшего образования «Московский политехнический университет»', 'И.о. ректора:\xa0Гарбузюк Иван Владимирович', 'Год основания: 2016', 'Министерство образования и науки Российской Федерации.', 'Адрес учредителя: Россия, 125993, Москва, улица Тверская, дом 11.\xa0Тел.: +7 (495) 539-55-19; ', 'Обучение производится по очной, очно-заочной и заочной формам.\xa0 Продолжительность обучения по очной форме: по направлениям подготовки бакалавров –\xa04 года, специалистов –\xa0не менее 5 лет, магистров –\xa02 года; по очно-заочной и заочной формам обучения –\xa0не менее 4 лет 6 месяцев по направлениям подготовки бакалавров (специалистов), магистров –\xa02 года 5 месяцев. Имеется одногодичное подготовительное отделение, подготовительные курсы различной продолжительности обучения.', 'Университет имеет 11 общежитий.', 'Обучение бесплатное и платное.', 'Подробную информацию по приему абитуриентов в университет можно узнать на сайте приемной комиссии\xa0', 'Изменения в Устав внесены', '\xa0', '\xa0Приложение -\xa0', ', ', '\xa0', '\xa0', ';', 'Об образовании в Российской Федерации', 'О персональных данных', '\xa0', '\xa0', '\r\n\r\n', '\xa0', '\xa0', 'Ученый совет', 'Кампус', '\xa0', '\xa0', 'Центр развития профессионального образования'],)",yes,"([],)",Московский Политех - Правовая информация,"(['Московский политехнический университет является крупнейшей  образовательной организацией, готовящей квалифицированных специалистов для производства'],)","([],)","(['Московский политех, Московский политехнический университет, МАМИ, Университет машиностроения, обучение, вуз, высшее образование, МГОУ Черномырдина, МГВМИ, МИХМ, МГУИЭ, МГИУ, МГУП Ивана Федорова'],)"
http://mospolytech.ru/index.php?id=545,,yes,"(['найти', 'Университет', 'Образование', 'Наука', 'Внеучебная жизнь', 'Банковские реквизиты', 'федеральное государственное бюджетное   образовательное учреждение высшего образования «Московский политехнический   университет»', 'Московский Политех', 'УФК по г. Москве (Московский Политех л/с 20736Е04980) - буква Е в номере   счета – русская.', '«Политех» указывать с заглавной буквы', '107023 г. Москва, ул. Большая Семеновская, д.38', '45314000', '45263588000', '7719455553', '771901001', '1167746817810', '40501810845252000079', '00000000000000000130 - платные образовательные   услуги, коммунальные услуги, трудовые книжки', '00000000000000000120 - аренда (в т.ч. НДС с аренды)', '00000000000000000140 – пени за просрочку оплаты   обучения', '00000000000000000410 – возмещение за утерю книг', '20736Е04980 (примечание: буква Е в номере   счета - русская)', 'ГУ Банка России по ЦФО', '044525000', '04350607', 'Гарбузюк Иван Владимирович', 'Бондарь Светлана Васильевна', '(495) 223-05-23', '\r\n\r\n', '\xa0', '\xa0', 'Ученый совет', 'Кампус', '\xa0', '\xa0', 'Центр развития профессионального образования'],)",yes,"([],)",Московский Политех - Банковские реквизиты,"(['Московский политехнический университет является крупнейшей  образовательной организацией, готовящей квалифицированных специалистов для производства'],)","([],)","(['Московский политех, Московский политехнический университет, МАМИ, Университет машиностроения, обучение, вуз, высшее образование, МГОУ Черномырдина, МГВМИ, МИХМ, МГУИЭ, МГИУ, МГУП Ивана Федорова'],)"
http://mospolytech.ru/index.php?id=542,,yes,"(['найти', 'Университет', 'Образование', 'Наука', 'Внеучебная жизнь', 'Телефонный справочник', '\xa0', 'Обратите внимание, что с 2009 года изменился способ дозвона в университет:', '1. наберите номер ', ',', '2. перейдите в тональный режим (нажмите звездочку *) и наберите соответствующий четырехзначный добавочный номер абонента из справочника.', 'Внимание! Справочник обновляется по мере поступления новых данных.', '\r\n\r\n', '\xa0', '\xa0', 'Ученый совет', 'Кампус', '\xa0', '\xa0', 'Центр развития профессионального образования'],)",yes,"([],)",Московский Политех - Телефонный справочник,"(['Московский политехнический университет является крупнейшей  образовательной организацией, готовящей квалифицированных специалистов для производства'],)","([],)","(['Московский политех, Московский политехнический университет, МАМИ, Университет машиностроения, обучение, вуз, высшее образование, МГОУ Черномырдина, МГВМИ, МИХМ, МГУИЭ, МГИУ, МГУП Ивана Федорова'],)"
http://mospolytech.ru/index.php?id=541,,yes,"(['найти', 'Университет', 'Образование', 'Наука', 'Внеучебная жизнь', 'Адрес и схема проезда', 'Приёмная комиссия', 'тел.: (495) 223-05-23 (добавочные 1430, 1431, 1250, 1296),\xa0(495) 223-05-22', 'факс: (499) 785-61-87', 'e-mail:\xa0', '\xa0', 'Подготовительные курсы', 'тел.:', '- ул. Б. Семеновская, 38', 'тел.:\xa0', ' - ул. Автозаводская, 16', '\xa0', 'Центр по работе со студентами Транспортного факультета', 'Ул. Большая Семеновская, 38; ауд. В-107, В-108', '(495) 223-05-23 (доб. 1215, 1105, 1120, 1121, 1122, 1123)', '\xa0', 'Центр по работе со студентами Факультета\xa0информационных технологий', 'Ул. Большая Семеновская, 38;\xa0 ауд. В-101, В-102', '(495) 223-05-23 (доб. 1375, 1175)', '\xa0', 'Центр по работе со студентами Факультета машиностроения', 'Ул. Автозаводская, 16, ауд. 4310, 4311', '(495) 276-33-14 (очная форма), (495) 276-37-58 (очно-заочная и заочная формы)', '\xa0', 'Центр по работе со студентами Факультета химической технологии и биотехнологии', 'ул. Автозаводская, 16, ауд. 2310, 2311, 2312', '(495) 276-37-13 (доб. 23103 – очная форма обучения),\xa0', '(495) 276-37-20 (доб. 23121, 23122 – заочная форма обучения)', '\xa0', 'Центр по работе со студентами Высшей школы управления и права\xa0(очная форма обучения)', 'Ул. Павла Корчагина, 22, ауд. 204, 233, 239', '(495) 686-54-69, (495) 686-49-29, (495) 223-05-23 (доб. 3110, 3111, 3112, 3113)', '\xa0', 'Центр по работе со студентами Высшей школы управления и права\xa0(очно-заочная и заочная формы обучения)', 'Ул. Павла Корчагина, 22, ауд. 501, 502', '(495) 223-05-23 (доб. 3040, 3041, 3042, 3043)', '\xa0', 'Диспетчерский отдел', 'Ул. Большая Семеновская, 38; ауд. А-406', '(495) 223-05-23 (доб. 1525, 1526, 1326, 1226)', '\xa0', 'Отдел контроля и делопроизводства', 'тел.:', ', факс: (499) 785-62-24', 'e-mail:\xa0', '\xa0', 'Центр по связям с общественностью (для СМИ)', 'тел.:', ' доб. 1227', 'e-mail:\xa0', '\xa0', 'Архив', 'по вопросам подготовки ответов на запросы об обучении и о выдаче документов о предыдущем образовании', 'тел.: ', 'e-mail: ', '\xa0', 'Управление бухгалтерского учета', 'Управление бухгалтерского учета (УБУ) сообщает, что информация по расчету и выплате аванса, заработной платы, отпускных, больничных и прочих выплат предоставляется расчетным отделом УБУ только при личном обращении сотрудника Московского Политеха в ауд. А-311 в часы приема.', 'Контактные телефоны: (495)223-05-23 доб.1322, 1236, 1379', 'Часы приема:', 'Понедельник', '\xa0', '10:00-14:00', 'Обеденный   перерыв', ' 12:00-13:00', '\xa0', 'Вторник', 'Пятница', 'Среда', '\xa0', '14:00-18.00', 'Обеденный   перерыв', ' 12:00-13:00', '\xa0', 'Четверг', 'по вопросам расчетов за обучение студентов на платно-договорной основе', '(495) 223-05-28,\xa0(495) 223-05-23, добавочный 1370', 'по вопросам расчетов за обучения студентов на бюджетной основе', '(495) 223-05-28,\xa0(495) 223-05-23, добавочный 1422', 'по вопросам расчетов за общежитие', '(495) 223-05-28,\xa0(495) 223-05-23, добавочный 1569', '\xa0', 'Профсоюзная организация работников и обучающихся', 'тел.:', 'e-mail: ', '\xa0', 'Контактную информацию других структурных подразделений Московского Политеха вы сможете найти в ', ' и ', '.', '107023, г. Москва, ул. Б.Семёновская, д. 38.', 'ст. м. «Электрозаводская», ул. Б. Семёновская, д. 38.', 'ст. м. «Электрозаводская», ул. М. Семёновская, д. 12.', '\xa0', '115280, г. Москва, ул. Автозаводская, д. 16 (ст. м. «Автозаводская»)', '\xa0', 'ст. м. «ВДНХ», ул. Павла Корчагина, дом 22.', '\xa0', 'ул. Прянишникова, 2А', 'Корпуса: 1, 2', 'Проезд: от ж/д платформы «Окружная»или м. Петровско-Разумовская на авт. 204, 179, 114, 461, 591', '\xa0', '125493, г. Москва, ул. Михалковская, д. 7', '\xa0', '07045, г. Москва, ул. Садовая-Спасская, д. 6', '\xa0', '111250, г. Москва, ул. Лефортовский вал, д. 26 (ст. м. «Авиамоторная»)', '\xa0', 'ст. м. «Дубровка», ул. 1-я Дубровская, д. 16а.', '\xa0', 'ст. м. «Первомайская», ул. 7–я Парковая, д. 9/26.', '\xa0', 'ул. 800-летия Москвы, д. 28', '(ул. Михалковская, д. 7, корп. 3', 'г. Москва, ул. Б. Галушкина, д. 9', 'г. Москва,\xa0ул. Павла Корчагина, д. 20 А, к. 3', 'г. Москва,\xa0Рижский проезд, д. 15, к. 2', 'г. Москва,\xa0Рижский проезд, д. 15, к. 1', 'ст. м. «Сокол»,\xa01-й Балтийский переулок, д. 6/21 корп. 3', '\r\n\r\n', '\xa0', '\xa0', 'Ученый совет', 'Кампус', '\xa0', '\xa0', 'Центр развития профессионального образования'],)",yes,"(['Центры по работе со студентами'],)",Московский Политех - Адрес и схема проезда,"(['Московский политехнический университет является крупнейшей  образовательной организацией, готовящей квалифицированных специалистов для производства'],)","([],)","(['Московский политех, Московский политехнический университет, МАМИ, Университет машиностроения, обучение, вуз, высшее образование, МГОУ Черномырдина, МГВМИ, МИХМ, МГУИЭ, МГИУ, МГУП Ивана Федорова'],)"
http://mospolytech.ru/cpv/,,no,"(['ОСНОВНЫЕ СВЕДЕНИЯ', '\r\n\t', 'Центр подготовки водителей (автошкола)', '\r\n\tуправления по развитию и эксплуатации социальных объектов', '\r\n\tфедерального государственного бюджетного образовательного учреждения', '\r\n\tвысшего образования\xa0«Московский политехнический университет»\xa0', '\r\n\t', '\r\n\t', 'Центр подготовки водителей (автошкола) Московского Политеха\xa0', '\r\n\t', ':', '\r\n\tмарт 2017 г.', '\r\n\t', '\r\n\t', '\xa0- \xa0Правительство Российской Федерации.', '\r\n\tПолномочия учредителя осуществляет Министерство образования и науки Российской Федерации.', '\r\n\t', '\r\n\t', '\xa0 77194555593/\xa0', '\xa0', '\r\n\t', '\xa01167746817810\xa0от \xa031.08.2016г., запись о юридическом лице внесена МИ МНС России № 46 по г. Москве, \xa0серия 77 №017844558\xa0', '\r\n\t', '\r\n\t', '\xa0 -\xa0бессрочная\xa0', '\r\n\tрегистрационный №2398; серия 90Л01 №0009465 от 22 сентября 2016 года', '\r\n\t', '\r\n\t107023, г. Москва, ул. Большая Семёновская, д. 38;\xa0', '\r\n\t', '\r\n\t107023, г. Москва, ул. Большая Семёновская, д. 38;\xa0', '\r\n\t', '\r\n\t', '\r\n\t', ', Н', '\r\n\t', ':', '\r\n\tПонедельник – Пятница: \xa0с 10:00 до 19:00', '\r\n\tСуббота,\xa0Воскресенье: \xa0выходной', '\r\n\t', '\r\n\t\xa0Тел.: 8 (495)\xa0223-05-24, 8 (495) 223-05-23 \xa0доб. 1064, 1063', '\r\n\t', '::\xa0', 'http://mospolytech.ru/cpv/', '\r\n\t', '\r\n  ', '\xa0'],)",no,"([' АВТОШКОЛА                                         ', '\r\n\t', '\r\n\t'],)",Центр подготовки водителей (автошкола) Московского политеха,"([],)","([],)","([],)"
http://abiturientum.ru/cpp/training-courses,,no,"(['ЦЕНТР ПРОФЕССИОНАЛЬНОЙ ПЕРЕПОДГОТОВКИ И ПОВЫШЕНИЯ КВАЛИФИКАЦИИ МОСКОВСКОГО ПОЛИТЕХНИЧЕСКОГО УНИВЕРСИТЕТА', 'Изменение расписания занятий на подготовительных курсах', '\xa0', 'Внимание!', 'Московский Политех продолжает набор на подготовительные курсы ', '\xa0на 2017-2018\xa0учебный год', '\xa0', 'Подготовительные курсы', '\xa0', 'осуществляют подготовку абитуриентов к сдаче ЕГЭ для поступления ', 'в ', 'Московский Политех', '\xa0и другие высшие учебные заведения.', 'По результатам последних лет более 90% абитуриентов, прошедших\xa0', '\nобучение на подготовительных курсах, успешно сдали ЕГЭ', '\n(не менее 65\xa0баллов за предмет)', 'Подготовка абитуриентов осуществляется на технические и экономические', '\nнаправления подготовки и специальности по следующим предметам:', 'Подготовительные курсы Московского политеха\xa0располагаются', '\nв Восточном административном округе -\xa0', '\nи Южном административном округе - \xa0', '\xa0', '\xa0\xa0', '\xa0', '\xa0 \xa0 \xa0 \xa0 \xa0\xa0', '\xa0 \xa0 \xa0 \xa0 \xa0\xa0', '\xa0 \xa0 \xa0 \xa0 \xa0\xa0', '\xa0 \xa0 \xa0 \xa0 \xa0\xa0', '\xa0 \xa0 \xa0 \xa0 \xa0\xa0', 'Вашему вниманию предлагаются подготовительные курсы\xa0', '\xa0\xa0', '\xa0\xa0', 'e-mail: ', '\xa0', 'тел.: (495) 223-0521;', '(495) 223-0523, доб. 1323'],)",no,"(['Вы здесь', 'Форма поиска'],)",Подготовительные курсы | ЦЕНТР ПРОФЕССИОНАЛЬНОЙ ПЕРЕПОДГОТОВКИ И ПОВЫШЕНИЯ КВАЛИФИКАЦИИ МОСКОВСКОГО ПОЛИТЕХНИЧЕСКОГО УНИВЕРСИТЕТА,"([],)","(['\n\t\t\t\t\t\tПодготовительные курсы\t\t\t\t\t'],)","([],)"
http://mospolytech.ru/smartmoto/,,no,"(['Barcelona Smart Moto Chalenge 2017: как это было', 'Очередная победа за Политехом, и она не последняя!', 'II Международный православный студенческий форум', 'Форум ""Композиты без границ""', 'BARCELONA SMART MOTO CHALLENGE 2016', '19-й Московский международный Салон изобретений и инновационных технологий «Архимед»', 'Всероссийский инженерный конкурс 2015'],)",no,"([],)", SmartMotoChallenge Team Polytech ,"([],)","([],)","([],)"
http://mospolytech.ru/index.php?id=18,,yes,"(['найти', 'Университет', 'Образование', 'Наука', 'Внеучебная жизнь', 'Видеоматериалы об университете', 'Как в Сочи проходит программа  «Большие вызовы», организованная в  образовательном центре «Сириус» при  поддержке Московского Политеха.', ' \xa0', 'Новости приемной кампании 2017: м', 'ы  попросили молодых людей, которые подали документы в Московский Политех, ответить  на вопросы: что вы сейчас чувствуете? каким вы видите себя через четыре года?  что вы хотите пожелать самому себе на ближайшие четыре года?', '27  июля с полигона Капустин Яр была запущена метеорологическая ракета ММР-06. В  качестве полезной нагрузки на ее борту была установлена капсула, разработанная  студентами Московского Политеха по заказу НИИ Космической медицины.', 'С 1 по 24 июля в ОЦ «Сириус» проходит Образовательная программа «Большие  вызовы». В Сочи собрались 400 победителей и призеров Всероссийского конкурса  проектных и исследовательских работ из 13 регионов страны. Школьники 8-10  классов на протяжении трех недель разрабатывают проекты по 12 научно-техническим  направлениям под руководством научных специалистов и практиков из производств.  Московский Политех представляет несколько проектов в треках «Спутники и  пилотируемая космонавтика», «Беспилотный транспорт и логистические системы» и  других. А факультет Инженерная школа Московского Политеха проводит курсы  повышения квалификации для педагогов.', 'Аркадий Скворцов — доктор физико-математических наук, профессор, зав. кафедрой «Динамика, прочность машин и сопротивление материалов» Московского политехнического университета', 'Будет рассмотрено влияние магнитных полей на пластические свойства диамагнитных кристаллов. Что привлекает ученых и почему эти эффекты интенсивно исследуются в течение последних 10-15 лет? Что такое магнитопластичность и почему, несмотря на большой объем экспериментальных данных, до сих пор ведутся дискуссии о механизмах такого рода эффектов. Можно ли постоянным магнитным полем при комнатной температуре управлять пластичностью металлов и полупроводников и что это дает для практики? Магнитопластичность и физика землетрясений: есть ли между ними взаимосвязь и можно ли влиять на природные катаклизмы?', 'Ольга Прудковская — Руководитель Фаблаба Московского Политеха', 'Достаточно совершенная технология неотличима от магии: так что книги о Гарри Поттере остаются вызовом для инженеров. Волшебная палочка или говорящий портрет — можно ли их сделать на нынешнем уровне технологий? Творческая группа «Остранна» — резиденты Фаблаба Московского Политеха — рассказывают об опыте создания электроники для квестов и ролевых игр.', 'С 11 по 16 апреля в Центральном доме художника прошла Первая Московская биеннале дизайна. Кафедра «Дизайн» транспортного факультета Московского Политеха представила на выставке проект «LADA_2050 - Видение мобильности будущего», разработанный совместно с компанией «ЛАДА». Это проект–фантазия студентов о том, как может выглядеть транспорт в будущем.', 'В Московском Политехе прошел первый межвузовский чемпионат «Молодые профессионалы» (WorldSkills Russia) по высокотехнологичным специальностям. В университете собрались студенты из нескольких десятков технических вузов России. Соревнования прошли по 12 компетенциям, в том числе по реверсивному инжинирингу, прототипированию, мобильной робототехнике, а также интернету вещей. Победители чемпионата получат шанс на включение в расширенный состав национальной сборной России по профессиональному мастерству, что дает возможность защищать честь Российской Федерации на мировом чемпионате WorldSkills, который пройдет в 2017 году в Абу-Даби, Объединённые Арабские Эмираты.', 'Ректор Московского Политеха Андрей Николаенко принял участие во флешмобе #я2035.  Его затеяли на финале Олимпиады НТИ старшеклассники со всей России. Они передали  привет себе в будущем и рассказали, какими видят себя в 2035 году.', 'Директор Центра развития профессионального образования Московского Политеха Алексей Овчинников рассказывает о внедрении новых федеральных государственных образовательных стандартов по 50 наиболее востребованным и перспективным профессиям и специальностям. На вебинаре также прозвучали доклады, посвященные разработке нормативных документов, связанных с новыми ФГОС. Ведущие эксперты рассказали о разработке нового ФГОСа по компетенции «Машиностроение», описали основные подходы и опыт по внедрению демонстрационного экзамена в формате WorldSkills для СПО.', '...', '\r\n\r\n', '\xa0', '\xa0', 'Ученый совет', 'Кампус', '\xa0', '\xa0', 'Центр развития профессионального образования'],)",yes,"([],)",Московский Политех - Видеоматериалы об университете,"(['Московский политехнический университет является крупнейшей  образовательной организацией, готовящей квалифицированных специалистов для производства'],)","([],)","(['Московский политех, Московский политехнический университет, МАМИ, Университет машиностроения, обучение, вуз, высшее образование, МГОУ Черномырдина, МГВМИ, МИХМ, МГУИЭ, МГИУ, МГУП Ивана Федорова'],)"
http://mospolytech.ru/index.php?id=67,,yes,"(['найти', 'Университет', 'Образование', 'Наука', 'Внеучебная жизнь', 'Фотогалерея', '...', '\r\n\r\n', '\xa0', '\xa0', 'Ученый совет', 'Кампус', '\xa0', '\xa0', 'Центр развития профессионального образования'],)",yes,"([],)",Московский Политех - Фотогалерея,"(['Московский политехнический университет является крупнейшей  образовательной организацией, готовящей квалифицированных специалистов для производства'],)","([],)","(['Московский политех, Московский политехнический университет, МАМИ, Университет машиностроения, обучение, вуз, высшее образование, МГОУ Черномырдина, МГВМИ, МИХМ, МГУИЭ, МГИУ, МГУП Ивана Федорова'],)"
